id,airport_ref,ident,length_ft,width_ft
262673,35703,SDRE,59,59
260883,35704,SDRF,2789,66
263323,35705,SDRG,82,82
261304,35706,SDRH,2625,66
263005,35707,SDRI,69,69
262604,35708,SDRJ,79,79
262405,30338,SDRK,3435,131
262646,35709,SDRL,59,59
327052,327051,SDRM,1398,56
263382,35710,SDRN,75,75
262283,35711,SDRO,3117,59
327055,327054,SDRP,1312,52
263325,35712,SDRQ,66,66
234332,199,SDRR,4856,98
234096,200,SDRS,4265,98
333640,327057,SDRT,2855,66
260500,35713,SDRU,2559,66
263126,35714,SDRV,79,79
264360,45576,SDRW,3281,98
260839,35715,SDRX,2625,131
260880,35716,SDRY,2789,66
261093,35717,SDRZ,3609,82
350374,350373,SDS2,2953,66
351062,351061,SDS3,3281,66
350368,350367,SDS4,4265,79
351059,351058,SDS7,4921,59
351064,351063,SDS8,3117,59
351066,351065,SDS9,3281,59
332444,332443,SDSA,3937,132
261109,35718,SDSB,3773,131
234187,201,SDSC,4790,98
332446,332445,SDSD,1968,49
260676,35719,SDSE,1969,82
263003,35720,SDSF,69,69
262703,35721,SDSG,59,59
261440,35722,SDSH,3281,75
263337,35723,SDSI,59,59
262294,30221,SDSJ,3281,98
260961,35724,SDSK,2969,131
263343,35725,SDSL,59,59
260570,35726,SDSM,2854,59
262935,35727,SDSN,69,69
262053,35728,SDSO,2297,75
262115,35729,SDSQ,2625,98
263190,35730,SDSR,112,112
262131,35731,SDST,2625,75
263255,35732,SDSU,66,66
262167,35733,SDSV,2625,66
332454,332453,SDSX,79,79
263388,35735,SDSZ,79,79
351546,351275,SDT7,1968,59
352363,352362,SDT8,3937,82
352368,352367,SDT9,71,71
263227,35736,SDTA,59,59
262110,35737,SDTB,2625,98
263342,35738,SDTC,59,59
233828,202,SDTE,3740,59
233926,203,SDTF,3609,98
263372,35739,SDTG,69,69
263213,35740,SDTH,59,59
260765,35741,SDTI,2461,75
263379,35742,SDTJ,69,69
260494,30240,SDTK,2297,75
263107,35743,SDTL,79,79
262704,35744,SDTM,59,59
262010,35745,SDTN,1969,59
260893,30503,SDTO,2789,75
234134,204,SDTP,4921,115
262354,30470,SDTQ,3281,98
261247,35746,SDTR,2461,59
260978,35747,SDTS,3150,131
262773,35983,SDTT,62,62
263384,35749,SDTU,79,79
262637,35750,SDTV,59,59
260926,35751,SDTW,2953,115
260803,35752,SDTX,2625,98
233940,205,SDTY,5249,98
260949,35753,SDTZ,2953,115
353588,353587,SDU2,71,71
351277,351276,SDU3,3281,59
353590,353589,SDU4,2910,59
351478,351477,SDU6,3281,59
351542,351479,SDU8,59,59
351476,351475,SDU9,66,66
262015,35754,SDUA,1969,66
234328,206,SDUB,3084,98
234385,207,SDUD,3281,59
260712,35755,SDUE,2297,75
264368,45587,SDUF,2953,115
262338,35756,SDUH,3281,66
263354,35757,SDUI,66,66
263335,35758,SDUJ,59,59
261508,44719,SDUK,3281,82
260750,35759,SDUL,2297,66
263357,35760,SDUM,66,66
233944,208,SDUN,3937,98
233783,209,SDUO,5184,98
262581,35761,SDUP,59,59
262431,35762,SDUQ,3934,98
260864,35763,SDUR,2625,59
261201,44720,SDUS,1640,59
263297,35764,SDUT,69,69
270993,46476,SDUU,3427,98
327081,327077,SDUV,59,59
263097,44715,SDUW,79,79
264462,45883,SDUX,59,59
264440,45615,SDUY,79,79
262222,35765,SDUZ,2953,75
353631,353630,SDV2,59,59
353633,353632,SDV4,2303,66
351954,351953,SDV6,3937,59
351952,351951,SDV9,3937,59
262020,35766,SDVA,1969,75
262849,35767,SDVB,66,66
262881,35768,SDVC,66,66
263242,35769,SDVD,62,62
233927,210,SDVE,2526,66
333641,323625,SDVF,2258,66
234121,211,SDVG,4921,98
260497,35770,SDVH,2428,66
264446,45647,SDVI,2297,82
264369,45602,SDVJ,3281,59
262969,35771,SDVK,69,69
262081,35772,SDVL,1640,59
262658,35773,SDVM,59,59
264367,45586,SDVN,2986,59
263338,35774,SDVO,59,59
332739,332738,SDVP,2083,66
264447,45648,SDVQ,3445,59
264374,45639,SDVR,69,69
262263,30410,SDVS,2953,75
263205,35775,SDVT,62,62
264375,45628,SDVV,69,69
263308,35777,SDVW,79,79
264361,45630,SDVX,66,66
264376,45613,SDVY,69,69
262674,35778,SDVZ,59,59
353638,353636,SDW3,2953,59
351819,351818,SDW4,59,59
351474,351473,SDW6,4593,59
351817,351816,SDW7,2789,59
351814,351813,SDW8,2953,59
351812,351811,SDW9,2625,59
262692,35779,SDWA,59,59
263369,35780,SDWB,69,69
261300,35781,SDWC,2625,59
262213,35782,SDWD,2953,66
262324,35783,SDWE,3281,138
262640,35784,SDWF,59,59
260849,35785,SDWG,2625,75
234237,212,SDWH,4921,98
264448,45649,SDWI,2654,62
260578,35786,SDWJ,2953,59
260496,44446,SDWK,2365,59
260482,35787,SDWL,1345,59
260922,35788,SDWM,2953,59
262339,29795,SDWN,3281,98
327080,327076,SDWO,1476,49
262613,35789,SDWP,98,98
260827,35790,SDWR,2625,75
262630,35791,SDWS,59,59
263127,35792,SDWT,79,79
261619,44567,SDWU,3937,59
332923,332922,SDWV,3232,59
262876,42786,SDWW,66,66
262533,44448,SDWX,1969,66
262745,35793,SDWY,59,59
327079,327078,SDWZ,2625,98
353233,353230,SDX2,3937,98
353232,353231,SDX3,3281,59
353235,353234,SDX4,3281,66
353258,353257,SDX9,3281,66
333642,333609,SDXA,1730,43
233862,213,SDXB,3609,75
262901,35794,SDXC,66,66
262659,35795,SDXD,59,59
234145,214,SDXE,2461,59
234059,215,SDXF,3937,98
262683,35796,SDXG,59,59
262889,35797,SDXH,66,66
260856,35798,SDXI,2625,98
233897,216,SDXJ,4265,75
333643,323623,SDXK,1477,49
263285,35799,SDXL,69,69
263296,35800,SDXM,69,69
327082,327075,SDXN,66,66
262295,35801,SDXO,3281,98
263090,35802,SDXP,79,79
262148,35803,SDXQ,2625,131
261671,35804,SDXR,3937,66
262766,35805,SDXS,59,59
261242,43314,SDXT,2461,115
262249,35806,SDXU,2953,82
263027,44447,SDXV,69,69
327084,327083,SDXW,3281,66
262962,35807,SDXX,69,69
263244,35808,SDXY,62,62
263137,35809,SDXZ,79,79
351792,351787,SDY3,3281,59
351791,351788,SDY7,2953,59
352684,352683,SDY8,2625,59
351790,351789,SDY9,3937,59
262772,35810,SDYA,59,59
262143,35811,SDYB,3609,66
263240,35812,SDYC,62,62
263214,35813,SDYD,59,59
263310,35814,SDYE,79,79
261703,35815,SDYF,4265,66
263317,35816,SDYG,79,79
262860,35817,SDYH,66,66
262545,42787,SDYI,2493,66
262129,35818,SDYJ,2625,66
262753,35819,SDYK,59,59
263032,35820,SDYL,69,69
262200,32187,SDYM,2871,66
260835,35821,SDYN,2625,66
262822,35822,SDYO,62,62
262921,35823,SDYP,66,66
262728,35824,SDYR,59,59
269362,46186,SDYS,1804,82
333644,327122,SDYT,1641,62
262653,35825,SDYV,59,59
233920,217,SDYW,4265,98
260549,41092,SDYX,3937,59
263312,35826,SDYY,79,79
262735,35827,SDYZ,59,59
352675,352674,SDZ2,3445,75
353260,353259,SDZ7,2297,59
353263,353262,SDZ8,3281,59
353640,353639,SDZ9,3937,59
261107,35828,SDZA,3773,98
263199,35829,SDZB,69,69
333645,327123,SDZC,1378,52
263322,35830,SDZD,79,79
327125,327124,SDZF,1600,59
233934,218,SDZH,4593,59
327129,327128,SDZK,1148,46
234317,219,SDZM,4593,75
327134,327133,SDZN,2592,66
327132,327131,SDZO,1657,59
262184,35831,SDZR,2789,82
233932,220,SDZS,4265,66
260579,35832,SDZT,2953,75
262254,35833,SDZU,2953,82
260881,35834,SDZV,2789,66
261074,35835,SDZW,3366,75
269365,46189,SDZX,4265,59
260713,35837,SDZZ,2297,105
300954,42718,SE-0001,2185,115
271028,46509,SE-0004,2500,50
299973,299971,SE-0005,1560,65
299974,299971,SE-0005,1330,50
299972,299971,SE-0005,2750,60
300950,300948,SE-0006,2297,66
430092,325550,SE-0048,1640,100
430096,327325,SE-0049,1640,100
328678,328677,SE-0051,2215,72
355142,355140,SE-0076,1312,65
235536,2170,SE01,3281,52
235534,2171,SE02,3235,35
235494,2172,SE03,3281,40
235495,2173,SE08,4265,39
235497,2174,SE09,4265,49
235498,2175,SE10,3001,59
235496,2176,SE11,3937,49
235535,2177,SE22,3280,40
235509,2178,SE58,3150,39
235514,2179,SE59,3073,62
235521,2180,SE60,3281,66
235528,6051,SEAM,6316,82
235525,6052,SECM,3281,36
235502,6053,SECO,6760,90
235520,6054,SECU,6234,118
235511,6055,SEGS,7876,115
235519,6056,SEGU,9154,151
235529,6057,SEGZ,6601,85
235517,6058,SEIB,6365,66
253067,41131,SEII,4921,98
235526,6059,SEKK,3060,65
235523,6060,SELJ,3281,49
235524,6061,SELT,12117,148
235538,6062,SEMA,3532,65
235503,6063,SEMC,8202,98
235530,6064,SEMH,5493,115
235516,6065,SEMO,4725,75
235501,6066,SEMT,9383,148
235518,6067,SEMX,3280,26
259862,32277,SENL,7546,
235539,6069,SEPC,5255,96
235531,6070,SEPS,3774,57
235504,6071,SEPV,7451,89
235493,6072,SEQE,4450,70
308279,308273,SEQM,13445,148
235506,6073,SEQU,10236,151
235527,6074,SERB,5250,95
235513,6075,SERO,8625,148
235507,6076,SESA,3641,131
235508,6076,SESA,7995,98
235532,6077,SESD,3668,82
235522,6078,SESM,5052,82
235537,6079,SEST,6214,66
235510,6080,SESV,7227,98
235512,6081,SETA,10015,145
235533,6082,SETE,3937,49
235515,6083,SETM,6725,98
235505,6084,SETN,7874,148
235500,6085,SETR,5151,49
235499,6086,SETU,8071,98
235780,6087,SFAL,3013,63
235781,6087,SFAL,1110,42
314611,307121,SFU,3543,
313307,43120,SG-0002,7999,
238120,5508,SG67,4757,60
238115,6088,SGAS,10997,148
238117,6089,SGAY,6070,148
238118,6090,SGCO,6070,148
260218,29851,SGEN,7218,
238122,6091,SGES,11154,148
238112,6092,SGIB,4987,75
238116,6093,SGME,11483,131
260219,30531,SGNB,3215,
238113,6094,SGPI,4920,62
238121,6095,SGPJ,5908,98
238119,6096,SGST,5895,65
312411,44904,SI-0001,1082,55
263443,44905,SI-0002,1640,98
263444,44909,SI-0003,2600,65
263446,44910,SI-0004,985,65
312413,44970,SI-0005,1804,82
312414,44971,SI-0006,984,98
263448,44979,SI-0007,1804,82
263449,44984,SI-0008,494,50
312410,309205,SI-0009,1968,98
312393,310722,SI-0010,1394,82
312407,310723,SI-0011,1804,98
312391,312390,SI-0012,1082,49
312416,312415,SI-0013,738,98
312420,312417,SI-0014,820,98
312422,312421,SI-0015,1673,65
316385,316383,SI-0019,984,
352923,352922,SI22,2953,66
353276,353275,SI23,3937,72
352940,352939,SI24,3281,66
355980,355979,SI25,2297,59
352942,352941,SI27,2461,98
353313,353310,SI28,66,66
353312,353311,SI29,3773,66
353315,353314,SI2A,2953,59
353324,353323,SI2B,,59
353327,353326,SI2D,2953,59
353705,353704,SI2H,2625,59
353707,353706,SI2J,2297,59
353709,353708,SI2K,2953,59
353711,353710,SI2L,69,69
353713,353712,SI2M,59,59
353715,353714,SI2N,4265,66
353717,353716,SI2P,3510,66
353719,353718,SI2Q,3937,75
353741,353740,SI2R,1968,59
353743,353742,SI2S,4429,59
353746,353745,SI2U,79,79
353748,353747,SI2V,2953,59
353750,353749,SI32,3937,59
354313,354312,SI33,3937,59
355932,355931,SI34,1968,59
354189,354188,SI36,3937,66
353901,353900,SI37,3281,66
353903,353902,SI38,1640,59
354318,354311,SI3D,2133,59
353445,353444,SI3E,3281,59
353443,353442,SI3F,2789,66
353440,353439,SI3H,66,66
353438,353437,SI3J,59,59
353436,353435,SI3L,3281,59
353961,353960,SI3N,3609,66
353963,353962,SI3P,2621,59
353965,353964,SI3Q,2297,59
354043,354042,SI3T,3281,59
354044,354007,SI3U,3051,79
354046,354045,SI3V,3609,66
354048,354047,SI42,3281,59
354192,354191,SI44,3281,59
354194,354193,SI46,2625,59
354196,354195,SI47,3937,59
354256,354253,SI48,3609,59
354255,354254,SI49,69,69
353899,353898,SI4A,59,59
354258,354257,SI4D,2953,59
354145,354144,SI4F,3281,59
354143,354142,SI4G,64,64
354360,354357,SI4J,59,59
354359,354358,SI4L,79,79
354362,354361,SI4M,3248,66
354474,354473,SI4Q,2625,59
354481,354480,SI4T,69,69
354317,354316,SI4V,3937,59
353897,353896,SI62,2625,59
354315,354314,SI63,3937,66
354483,354482,SI64,2949,59
354485,354484,SI66,1640,59
354487,354486,SI67,4265,75
354700,354699,SI68,5249,98
355023,355022,SI69,66,66
355021,355020,SI6B,66,66
355561,355560,SI6C,69,69
355019,355018,SI6D,3281,62
355017,355016,SI6E,2953,59
355008,355007,SI6F,2953,66
355659,355562,SI6G,69,69
355565,355564,SI6L,2133,59
355448,355447,SI6M,3937,59
355567,355566,SI6N,2953,59
355451,355450,SI6P,3937,75
355479,355477,SI6Q,3281,59
355569,355568,SI6R,3281,59
355481,355480,SI6S,1640,59
355485,355484,SI6T,3773,59
355491,355490,SI6U,1476,59
355571,355570,SI6V,1640,59
355768,355767,SI72,2247,59
355770,355769,SI73,2625,82
355936,355935,SI76,3445,59
355939,355938,SI78,3281,59
355974,355973,SI79,4265,59
355977,355976,SI7B,2953,59
355986,355981,SI7D,4921,66
355721,355720,SI7F,3609,59
355719,355718,SI7G,1968,66
355717,355716,SI7H,1821,66
356092,356091,SI7J,3609,59
356031,356030,SI7M,2625,66
356033,356032,SI7N,2953,59
505116,505113,SI7P,2558,59
356103,356101,SI7R,2953,59
356123,356122,SI7T,2625,59
356125,356124,SI7V,2953,66
356151,356150,SI84,66,66
356375,356374,SI86,71,41
356377,356376,SI87,69,69
355712,355711,SI89,1968,59
356389,356388,SI94,3281,98
354489,354488,SI97,3281,66
356446,356445,SI98,64,64
429987,429986,SI9F,3609,59
429990,429988,SI9G,2625,59
429992,429991,SI9J,2625,59
429995,429994,SI9L,2198,75
429909,429903,SI9M,2953,59
429902,429901,SI9N,3281,59
429899,429898,SI9P,64,64
429997,429996,SI9Q,4482,49
429999,429998,SI9R,3117,59
430006,430005,SI9T,2953,59
430008,430007,SI9U,2953,59
430010,430009,SI9V,3018,131
263251,35838,SIAA,62,62
234300,221,SIAB,3412,59
262777,35839,SIAC,62,62
260929,35840,SIAD,2953,98
262814,35841,SIAE,62,62
262021,35842,SIAF,1969,66
262684,35843,SIAG,59,59
263108,35844,SIAH,79,79
260559,35845,SIAI,4528,66
263266,35846,SIAK,66,66
262675,35847,SIAL,59,59
261380,29865,SIAM,3018,79
263118,35848,SIAN,79,79
261449,35849,SIAO,3281,59
343179,35850,SIAP,2625,59
260499,35850,SIAP,2559,75
328370,328369,SIAQ,5105,98
260927,35851,SIAR,2953,59
263209,35852,SIAS,62,62
263187,35853,SIAT,108,108
260950,35854,SIAU,2953,75
263145,35855,SIAV,82,92
261195,35856,SIAX,1969,66
262250,35857,SIAY,2953,66
263225,35858,SIAZ,59,59
260664,35859,SIBA,1969,66
263367,35860,SIBB,66,66
260731,35861,SIBC,2297,75
233893,222,SIBD,3609,69
262705,35862,SIBE,59,59
260509,35863,SIBF,2625,98
262796,35864,SIBG,62,62
263084,35865,SIBH,79,79
262960,35866,SIBI,69,69
261579,35867,SIBK,3609,75
263349,35868,SIBL,62,62
262936,35869,SIBM,69,69
260852,35870,SIBN,2625,66
260749,35871,SIBO,2297,66
263166,35872,SIBP,92,92
263238,35873,SIBQ,59,59
262990,35874,SIBR,69,69
262811,35875,SIBS,62,62
262897,35876,SIBT,66,66
233786,223,SIBU,3281,66
262168,35877,SIBV,2625,98
233787,224,SIBW,3281,89
262392,35878,SIBX,3445,72
233781,225,SIBY,3281,92
233936,226,SIBZ,3937,89
346874,316552,SIC,4364,
261389,35879,SICA,3117,82
262426,35880,SICB,3773,98
263178,35881,SICC,98,98
263231,35882,SICD,59,59
263120,35883,SICE,79,79
262759,35884,SICF,59,59
260503,35885,SICH,2625,66
262799,35886,SICI,62,62
261268,35887,SICJ,2625,98
261598,35888,SICK,3773,75
262601,35889,SICL,69,69
262553,35890,SICM,2953,98
260819,35891,SICN,2625,98
261709,35892,SICO,4265,75
260791,35893,SICP,2625,66
263252,35894,SICR,62,62
262611,35895,SICS,98,72
263018,35896,SICT,69,69
263254,35897,SICU,66,66
262647,35898,SICV,59,59
262034,35899,SICW,2133,66
262833,35900,SICX,62,62
260692,35901,SICY,1968,59
262956,35902,SICZ,69,69
262765,35903,SIDA,59,59
260561,35904,SIDB,4692,75
263186,35905,SIDC,108,108
260618,35906,SIDD,1969,82
263155,35907,SIDE,85,85
262721,35908,SIDF,59,59
261985,35909,SIDG,1969,59
263174,35910,SIDH,92,92
263385,35911,SIDK,79,59
262676,35912,SIDL,59,59
261411,35913,SIDM,3281,82
261098,35914,SIDN,3609,262
263262,35915,SIDO,66,66
262781,35916,SIDP,62,62
263302,35917,SIDQ,69,69
260601,35918,SIDR,1640,59
260665,35919,SIDS,1969,98
263124,35920,SIDT,79,79
262693,35921,SIDU,59,59
262823,35922,SIDV,62,62
262997,35923,SIDX,69,69
260596,35924,SIDY,1640,75
262214,35925,SIDZ,2953,59
260976,35926,SIEA,3117,75
260694,35927,SIEB,2133,59
262292,35928,SIEC,3215,98
261291,35929,SIED,2625,59
263170,35930,SIEE,92,92
261193,35931,SIEF,1969,59
262111,35932,SIEG,2625,115
262854,35933,SIEH,66,66
262925,35934,SIEI,66,66
261580,35935,SIEJ,3609,75
262800,35936,SIEK,62,62
261340,35937,SIEL,2953,82
262835,35938,SIEM,62,62
261432,35939,SIEN,3281,66
262986,35940,SIEO,69,69
263142,35941,SIEP,82,82
263021,35942,SIER,69,69
260755,35943,SIET,2297,98
263033,35944,SIEU,69,69
260967,35945,SIEV,3051,75
262987,35946,SIEY,69,69
261060,35947,SIEZ,3281,66
260875,35948,SIFA,2625,59
263078,35949,SIFB,75,75
261269,35950,SIFC,2625,82
261494,35951,SIFD,3281,98
260603,35952,SIFE,1804,66
261023,35953,SIFF,3281,85
262748,35954,SIFG,59,59
261664,35955,SIFH,3937,75
260655,35956,SIFJ,1969,59
263006,35957,SIFK,69,69
263195,35958,SIFL,33,33
261397,35959,SIFM,3150,66
262097,35960,SIFN,2592,72
262084,35961,SIFQ,2461,59
233885,227,SIFR,3478,59
262736,35962,SIFS,59,59
261510,35963,SIFT,3281,66
260637,35964,SIFU,1969,59
234001,228,SIFV,5249,98
260743,35965,SIFW,2297,59
262868,35966,SIFX,66,66
261316,35967,SIFY,2664,131
262942,35968,SIFZ,69,69
262797,35969,SIGA,62,62
262615,35970,SIGB,69,69
262855,35971,SIGC,66,66
263028,35972,SIGD,69,69
263306,35973,SIGE,75,75
233988,229,SIGF,3937,66
263248,35974,SIGG,62,62
263007,44438,SIGH,69,69
262792,35975,SIGI,62,62
262861,35976,SIGJ,66,66
263117,35977,SIGK,79,79
260577,35978,SIGL,2297,75
261322,35979,SIGM,2789,98
261386,35980,SIGN,3117,164
261735,35981,SIGO,4593,59
263110,35982,SIGQ,79,79
261095,35984,SIGS,3609,98
262054,35985,SIGT,2297,66
260551,35986,SIGU,3281,59
263350,35987,SIGV,62,62
261010,35988,SIGW,3281,75
261011,35989,SIGX,3281,66
261382,35990,SIGY,3051,59
262667,35991,SIGZ,59,59
263011,35992,SIHA,69,69
261254,35993,SIHB,2559,59
262882,35994,SIHC,66,66
263004,35995,SIHD,69,69
262924,35996,SIHE,66,66
263168,35997,SIHF,92,92
260888,35998,SIHG,2789,66
262746,35999,SIHH,59,59
261203,36000,SIHI,2021,59
262046,36001,SIHJ,2149,59
262794,36002,SIHK,62,62
263173,36003,SIHL,92,92
262883,36004,SIHM,66,66
261294,36005,SIHN,2625,72
262898,36006,SIHO,66,66
263171,36007,SIHQ,92,92
262677,36008,SIHR,59,59
262722,36009,SIHS,59,59
262862,36010,SIHT,66,66
262778,36011,SIHU,62,62
260989,36012,SIHV,3281,82
261980,36013,SIHW,1804,59
262839,36014,SIHX,62,62
262694,36015,SIHY,59,59
262871,36016,SIHZ,66,66
260560,36017,SIIA,4593,59
263198,36018,SIIB,69,69
263069,36019,SIIC,75,75
261226,36020,SIID,2461,59
342129,36021,SIIE,2625,59
262102,36021,SIIE,2621,197
262943,36022,SIIF,69,69
260972,36023,SIIG,3117,75
263012,36024,SIIH,69,69
262471,29923,SIII,3937,66
260711,36025,SIIK,2096,59
263277,36026,SIIL,69,69
262417,36027,SIIM,3609,262
261325,36028,SIIN,2789,66
263152,36029,SIIO,85,85
263291,36030,SIIP,69,69
262149,36031,SIIQ,2625,66
262933,36032,SIIR,69,69
261228,36033,SIIS,2297,82
261302,36034,SIIU,2625,59
263131,36035,SIIW,79,79
261383,36036,SIIX,3051,98
262824,36037,SIIY,62,62
262132,36038,SIIZ,2625,66
263226,36039,SIJB,59,59
262975,36040,SIJC,69,69
263104,36041,SIJD,79,79
261214,36042,SIJE,2297,98
263081,36043,SIJF,79,79
260944,36044,SIJG,2953,75
263184,36045,SIJH,102,138
262970,36046,SIJI,46,46
262352,36047,SIJJ,3281,98
260520,36048,SIJK,2953,72
263077,36049,SIJL,75,75
261533,36050,SIJM,3445,66
329429,329428,SIJN,2133,82
269397,46210,SIJO,3609,59
262913,36051,SIJP,66,66
262886,36052,SIJQ,66,66
260598,36053,SIJR,1640,82
329426,329425,SIJS,2624,75
262589,36054,SIJT,59,59
262190,36055,SIJU,2789,98
329424,329422,SIJV,3609,98
263368,36056,SIJW,66,66
263125,36057,SIJX,79,79
329421,329420,SIJY,2297,59
261834,36058,SIJZ,2953,82
329419,329418,SIKA,2953,59
261546,36059,SIKB,,
261581,36060,SIKC,3609,66
263134,36061,SIKD,79,79
262890,36062,SIKE,66,66
263100,36063,SIKF,79,79
262760,36064,SIKH,59,59
264410,45567,SIKI,69,69
261816,36065,SIKJ,2789,59
262203,36066,SIKK,2920,59
262869,36067,SIKL,66,66
261364,36068,SIKM,2953,59
261317,36069,SIKN,2690,59
260465,36070,SIKO,1969,66
269405,42793,SIKP,4921,82
261805,36071,SIKQ,2625,66
270936,46357,SIKS,79,79
262620,36072,SIKT,39,39
262870,36073,SIKU,66,66
262850,36074,SIKV,66,66
263232,36075,SIKW,59,59
261519,36076,SIKX,3281,98
262457,36077,SIKY,3937,98
261680,36078,SIKZ,3937,66
260768,36079,SILA,2461,75
261310,36080,SILB,2625,59
260528,36081,SILC,5676,98
260792,36082,SILD,2625,66
263392,36083,SILE,62,62
262976,36084,SILF,69,69
270987,46469,SILG,3608,82
262599,36085,SILH,69,69
261174,36086,SILI,1640,59
261817,36087,SILJ,2789,66
263352,36088,SILK,62,62
263381,36089,SILL,72,72
261419,36090,SILM,3281,115
261127,36091,SILN,3937,59
263293,36092,SILO,69,69
263050,36093,SILP,69,69
260591,36094,SILQ,2116,66
263047,36095,SILR,69,69
261788,36096,SILS,2297,66
262327,36097,SILT,3281,66
260541,36098,SILU,3937,59
262638,36099,SILV,59,59
264385,45584,SILW,3281,59
264449,45650,SILX,2953,66
260804,36100,SILY,2625,98
261238,36101,SILZ,2395,59
262023,36102,SIMA,1969,98
262801,36103,SIMB,62,62
262914,36104,SIMC,66,66
262840,36105,SIMD,62,62
261877,36106,SIME,3445,66
261571,36107,SIMF,3609,98
261115,36108,SIMG,3937,115
263307,36109,SIMH,75,75
260911,36110,SIMI,2953,148
233884,230,SIMJ,2913,66
234025,231,SIMK,6562,98
260699,36111,SIML,2133,59
262937,36112,SIMM,69,69
262904,36113,SIMN,66,66
260805,36114,SIMO,2625,59
262829,36115,SIMP,62,62
260951,36116,SIMQ,2953,98
260556,36117,SIMR,4265,59
263094,36118,SIMS,79,79
263347,36119,SIMT,59,59
261073,36120,SIMU,3284,108
260963,36121,SIMV,2986,98
262486,36122,SIMW,3967,72
260721,36123,SIMX,2297,59
262182,36124,SIMY,2762,131
261111,36125,SIMZ,3871,115
260923,36126,SINA,2953,164
263243,36127,SINB,62,62
261841,36128,SINC,3117,59
262895,36129,SIND,66,66
262749,36130,SINE,62,62
263287,36131,SINF,69,69
262069,36132,SING,2297,66
260971,36133,SINH,3100,141
263210,36134,SINI,62,62
261051,36135,SINJ,3281,98
261042,36136,SINK,3281,75
262710,36137,SINL,59,59
262104,36138,SINM,2625,98
261878,36139,SINN,3445,59
260698,36140,SINO,2133,82
261647,36141,SINP,3937,98
261433,36142,SINQ,3281,82
261031,36143,SINR,3281,148
260916,36144,SINS,2953,131
262189,36145,SINT,2789,98
348243,36146,SINU,2789,82
261328,36146,SINU,2789,82
261724,36147,SINV,4528,98
263057,36148,SINW,72,72
263138,36149,SINX,82,82
263054,36150,SINY,72,72
262093,36151,SINZ,2493,98
262331,36152,SIOA,3281,115
261123,36153,SIOB,3937,75
262418,36154,SIOC,3609,66
262320,36155,SIOD,3281,66
264395,45609,SIOE,1969,131
261420,36156,SIOF,3281,66
263035,36157,SIOG,69,69
263182,36158,SIOH,98,98
262065,36159,SIOI,2297,59
261400,36160,SIOJ,3215,66
261468,36161,SIOK,3281,82
261281,36162,SIOL,2625,66
262005,36163,SIOM,1969,75
262340,36164,SION,3281,66
262406,36165,SIOO,3609,82
262467,36166,SIOP,3937,98
261055,36167,SIOQ,3281,98
260635,36168,SIOR,1969,66
262458,36169,SIOS,3937,115
262500,36170,SIOT,4265,131
260592,36171,SIOU,1575,66
261565,36172,SIOV,3609,75
262827,36173,SIOW,62,62
262884,36174,SIOX,66,66
262617,36175,SIOY,39,39
261625,36176,SIOZ,3937,98
262388,36177,SIPA,3937,59
260485,36178,SIPB,1804,59
260586,36179,SIPC,1378,66
263339,36180,SIPD,59,59
233984,232,SIPE,5906,98
263363,36181,SIPF,66,66
233987,233,SIPG,4757,62
261308,36182,SIPH,2625,66
262362,36183,SIPJ,3281,115
233930,234,SIPK,3937,75
261665,36184,SIPL,3937,66
263329,36185,SIPM,59,59
261315,36186,SIPN,2625,59
261570,44562,SIPO,3609,98
263283,36187,SIPP,69,69
261356,36188,SIPQ,2953,82
262077,36189,SIPR,2297,66
262957,42237,SIPS,69,69
262812,36190,SIPT,62,62
262220,36191,SIPU,2953,66
262988,36192,SIPV,69,69
262918,36193,SIPX,66,66
261803,36194,SIPY,2625,75
262737,36195,SIPZ,59,59
260523,36196,SIQA,2854,59
261479,36197,SIQB,3281,82
261071,36198,SIQC,3281,66
260814,36199,SIQD,2625,98
261760,36200,SIQE,5741,98
262887,36201,SIQF,66,66
261421,36202,SIQG,3281,66
263071,36203,SIQH,75,75
260616,36204,SIQI,1916,66
233989,235,SIQJ,3937,62
261975,36205,SIQK,1542,66
262660,36206,SIQL,59,59
261267,36207,SIQM,2625,98
260904,36208,SIQN,2953,66
261026,36209,SIQO,3281,66
262843,36210,SIQP,62,62
261495,36211,SIQQ,3281,75
261539,36212,SIQR,3609,62
261234,36213,SIQS,2297,82
262961,36214,SIQT,69,69
261166,36215,SIQU,3281,82
261434,36216,SIQV,3281,75
261632,36217,SIQW,3937,75
261531,36218,SIQX,3445,66
262284,36219,SIQY,3117,72
262210,36220,SIQZ,2953,98
261509,36221,SIRA,3281,66
262264,36222,SIRB,2953,98
261681,36223,SIRC,3937,82
262144,36224,SIRD,2625,66
261402,36225,SIRE,3215,66
261297,36226,SIRF,2625,59
261096,36227,SIRG,3609,66
261070,36228,SIRH,3281,131
261461,36229,SIRI,3281,59
233986,236,SIRJ,4678,98
262602,36230,SIRL,69,69
233999,237,SIRN,4757,62
262865,36231,SIRP,66,66
261061,36232,SIRQ,3281,98
261311,36233,SIRR,2625,98
262192,36234,SIRS,2789,75
262449,36235,SIRT,3937,75
261482,36236,SIRU,3281,75
261261,36237,SIRV,2592,59
261857,36238,SIRW,3281,82
263048,36239,SIRX,69,69
263123,36240,SIRY,79,79
262785,36241,SIRZ,62,62
262741,36242,SISA,59,59
